ID,MODE,CODINT,优先级,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,DUR_z,访问员标记率,标记率超均值倍数,MD_d2,LS_run,DKNA_count,P11A_标签,P11A_翻转,P11B_标签,P11B_翻转,P11C_标签,P11C_翻转,P11D_标签,P11D_翻转,P11E_标签,P11E_翻转,P22,P23,P25,P07Ctx,P10tx,P12Btx,P16Btx,P07Ctx_有效,P10tx_有效,P12Btx_有效,P16Btx_有效,开放题有效计数,维度A分,维度B分,维度C分,总分,决策,备注
11366,CATI,Daniel,常规,1,1,0,0,0,0,7.7,-0.9506700640001242,0.293859649122807,1.0716942271218588,0.4400780157602105,4,3,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,Neither agree nor disagree,3.0,Neither agree nor disagree,3.0,Woman,32.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,99, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
11374,CATI,Eva,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.25,0.9117398648648648,3.7427191972620255,4,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,52.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
11430,CATI,Daniel,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.293859649122807,1.0716942271218588,,3,0,Neither agree nor disagree,3.0,Strongly agree,5.0,,,,,,,Man,32.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","2, 8",99, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
11475,CATI,Rosa,常规,1,1,0,0,0,0,7.2,-1.1359812810757408,0.2105263157894736,0.7677809388335703,2.0998777685195043,3,0,Agree,2.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,34.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2, 5",88,1, ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
11638,CATI,Eva,常规,1,0,0,1,0,0,10.8,-0.0168568712358862,0.25,0.9117398648648648,12.111368963248044,4,0,Strongly agree,1.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Strongly disagree,1.0,Man,21.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,IGUALDAD LABORAL, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
11692,CATI,David,常规,1,1,0,0,0,0,8.4,-0.7105099269732518,0.3942857142857143,1.4379440154440155,3.7427191972620255,4,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,49.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",4,IGUALDAD,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
11764,CATI,Raúl,常规,1,1,0,0,0,0,7.6,-0.9867503216521336,0.3050847457627119,1.1126316994961063,7.215466984240939,2,0,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Agree,4.0,Man,56.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 6",88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
11765,CATI,Daniel,常规,1,1,0,0,0,0,7.6,-0.9867503216521336,0.293859649122807,1.0716942271218588,5.291350540831196,4,0,Strongly agree,1.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Man,39.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2",IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
11887,CATI,David,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.3942857142857143,1.4379440154440155,3.290817454810447,4,0,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,31.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 8",88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
11890,CATI,David,常规,1,0,0,0,0,1,15.0,0.8898473376550025,0.3942857142857143,1.4379440154440155,3.356781263056357,3,6,Disagree,4.0,Agree,4.0,Agree,4.0,Neither agree nor disagree,3.0,Agree,4.0,Woman,62.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",7,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
11936,CATI,María,常规,1,0,0,0,0,1,14.9,0.8713850587387875,0.2685714285714285,0.979469111969112,,4,4,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,DK,,Woman,71.0,Primary school (or has attended school for 5 years or more),1,88,88, ,0,0,0,0,0,2.0,1.0,0.0,3.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
11941,CATI,María,常规,1,0,0,0,0,1,13.8,0.6597057249011876,0.2685714285714285,0.979469111969112,,2,4,Agree,2.0,DK,,Agree,4.0,Strongly agree,5.0,Neither agree nor disagree,3.0,Man,65.0,"FP1, Intermediate Vocational Training",1,88,FUI A LA MASCLETA DEDICADA A LA MUJER, ,0,0,1,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
11943,CATI,Luna,常规,1,0,0,1,0,0,12.5,0.3866215345763152,0.2325581395348837,0.8481301068510371,12.1342105771025,4,0,Agree,2.0,Disagree,2.0,Strongly agree,5.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,38.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 7",88, ,LEY MORDAZA,0,0,0,1,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
11974,CATI,Alejandro,常规,1,1,0,0,0,0,7.4,-1.0603573612727293,0.3630952380952381,1.3241936132561132,7.266835955188909,3,0,Neither agree nor disagree,3.0,Disagree,2.0,Disagree,2.0,Neither agree nor disagree,3.0,Strongly disagree,1.0,Man,40.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2, 5, 6",88, , ,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
11988,CATI,Eva,常规,1,0,0,0,1,0,9.9,-0.2570170082627587,0.25,0.9117398648648648,4.39313910516078,8,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,49.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",4,IGUALDAD,1,10,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
12118,CATI,Tomas,常规,1,0,0,0,1,0,13.4,0.5785204483771985,0.3103448275862069,1.1318150046598323,2.375201455995278,6,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Man,54.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","1, 2, 5",IGUALDAD EN GENERAL,1,10,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD EN GENERAL）无实质自证 → 门槛剔除
12151,CATI,Luna,常规,1,0,0,1,0,0,12.2,0.3195712639337898,0.2325581395348837,0.8481301068510371,21.43615586117045,3,2,Agree,2.0,Strongly agree,5.0,Disagree,2.0,Strongly disagree,1.0,Agree,4.0,Man,53.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 5",LA IGUALDAD ENTRE H Y M, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
12163,CATI,David,常规,1,0,0,0,0,1,11.3,0.1080558656176829,0.3942857142857143,1.4379440154440155,2.2775538540346503,4,5,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Man,70.0,"COU, BUP, Higher Baccalaurate",1,IGUALDAD, ,10,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
12184,CATI,María,常规,1,0,0,0,0,1,16.9,1.2190263539976094,0.2685714285714285,0.979469111969112,4.71639304129456,3,4,Agree,2.0,Disagree,2.0,Disagree,2.0,Neither agree nor disagree,3.0,Disagree,2.0,Woman,60.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","POR LA CALLE LA PUBLICIDAD, , , 1",88, , ,1,0,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
12310,CAWI,Autoadministrado CAWI,常规,1,1,0,0,0,0,5.9,-0.8832720801088219,0.2491467576791808,0.9086281247117424,8.613118851189821,2,1,Disagree,4.0,Disagree,2.0,Disagree,2.0,Strongly disagree,1.0,Strongly disagree,1.0,Woman,50.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",RADIO,IGUALDAD LABORAL, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,DUR低 开放题自证充分（≥2字段）→ 保留
12324,CATI,Raúl,常规,1,0,0,1,0,0,9.5,-0.3708517148909659,0.3050847457627119,1.1126316994961063,17.06817077105882,5,1,Strongly disagree,5.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1.0,Man,51.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
12354,CATI,Alejandro,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.3630952380952381,1.3241936132561132,3.611819974063317,4,1,Agree,2.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,28.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
12380,CATI,Victoria,常规,1,0,0,1,0,0,16.6,1.169590398294843,0.2201834862385321,0.8030002479543764,17.913177093185993,3,1,Strongly agree,1.0,Strongly disagree,1.0,Disagree,2.0,Strongly agree,5.0,Strongly agree,5.0,Man,61.0,"COU, BUP, Higher Baccalaurate","2, 6",IGUALDAD ENTRE HOMBRES Y MUJERES LO PRINCIPAL: MISMO HORARIO-MISMO SALARIO-MISMO ALCANCE PUESTO TRABAJO, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
12410,CATI,Alejandro,常规,1,0,0,0,1,0,10.3,-0.1476918100929124,0.3630952380952381,1.3241936132561132,1.3137918149468455,6,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,38.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,TODAS EN GENERAL,"8, 9",1,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（TODAS EN GENERAL）无实质自证 → 门槛剔除
12449,CATI,Daniel,常规,1,1,0,0,0,0,7.6,-0.9867503216521336,0.293859649122807,1.0716942271218588,2.2775538540346503,3,2,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,22.0,"COU, BUP, Higher Baccalaurate","1, 2",0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
12510,CATI,María,常规,1,1,0,0,0,0,7.4,-1.0603573612727293,0.2685714285714285,0.979469111969112,5.385101426681164,4,2,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Man,61.0,"COU, BUP, Higher Baccalaurate",5,0, ,10,0,0,0,0,0,2.0,0.0,1.0,3.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
12519,CATI,Alejandro,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.3630952380952381,1.3241936132561132,5.765588354575625,2,1,Strongly agree,1.0,Strongly agree,5.0,Strongly agree,5.0,Neither agree nor disagree,3.0,Disagree,2.0,Man,58.0,"FP2, Higher Vocational Training, Conservatoire 10 years", ,88, ,7,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
12522,CATI,Raúl,常规,1,0,0,0,1,0,11.0,0.0337885938669634,0.3050847457627119,1.1126316994961063,1.3137918149468455,8,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,22.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)", ,BRECHA SALARIAL, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
12556,CATI,María,常规,1,0,0,0,1,0,8.7,-0.6136543608863847,0.2685714285714285,0.979469111969112,7.215466984240939,6,0,Agree,2.0,Agree,4.0,Agree,4.0,Disagree,2.0,Agree,4.0,Man,40.0,"FP1, Intermediate Vocational Training","1, 5, 6",LA BRECHA SALARIAL, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,LS 单字段具体议题自证+作答模式合理 → 保留
12602,CATI,Juana,常规,1,0,0,1,0,0,16.3,1.1192528254793137,0.1666666666666666,0.6078265765765766,15.5610353114535,5,2,Agree,2.0,Disagree,2.0,Strongly agree,5.0,Agree,4.0,Strongly disagree,1.0,Man,73.0,"COU, BUP, Higher Baccalaurate","2, 4",88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,MD 信号命中+开放题全空无自证 → 自证门槛剔除
12635,CATI,Alejandro,常规,1,1,0,0,0,0,8.1,-0.8108882764442957,0.3630952380952381,1.3241936132561132,3.7787652130983815,5,0,Strongly agree,1.0,Neither agree nor disagree,3.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Woman,66.0,"COU, BUP, Higher Baccalaurate",1,VIOLENCIA DE GENERO, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
12737,CATI,María,常规,1,0,0,0,1,0,19.0,1.5423041001572977,0.2685714285714285,0.979469111969112,4.39313910516078,8,0,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,65.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate","DIAEIO PUBLICO , DIARIO PUBLICO , , 6",EQUIPARAR A LA MUJER,EN UNA CHARLA EN UN BARRIO VA A DICTAR LA CHARLA,"7, 9, 10",1,1,1,0,3,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
12744,CATI,David,常规,1,1,0,0,0,0,8.0,-0.8451756789460192,0.3942857142857143,1.4379440154440155,2.84299598217941,3,1,Neither agree nor disagree,3.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,56.0,"FP1, Intermediate Vocational Training",3,TODAS, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（TODAS）无实质自证 → 门槛剔除
12749,CAWI,Autoadministrado CAWI,常规,1,0,0,0,1,0,9.0,-0.1566414911515261,0.2491467576791808,0.9086281247117424,2.038350132664279,6,0,Disagree,4.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Man,56.0,"COU, BUP, Higher Baccalaurate","TV, PAPEL, RADIO","IGUALDAD, MISMOS OBJETIVOS",SEGUIR LA MOVILIZACION,DEFENSA DERECHOS MUJER,1,1,1,1,4,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
12776,CATI,Daniel,常规,1,1,0,0,0,0,7.9,-0.8798943808324479,0.293859649122807,1.0716942271218588,1.1184076202728268,4,0,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,45.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
12806,CATI,Juana,常规,1,0,0,0,1,0,10.8,-0.0168568712358862,0.1666666666666666,0.6078265765765766,3.7427191972620255,6,3,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Woman,53.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 2, 3",IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
12865,CATI,Victoria,常规,1,0,1,0,0,0,31.0,2.8935063560164944,0.2201834862385321,0.8030002479543764,5.291350540831196,5,2,Strongly agree,1.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Man,72.0,Primary school (or has attended school for 5 years or more),"1, 6",99, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR高 信号命中+开放题全空无自证 → 自证门槛剔除
12869,CATI,Raúl,常规,1,0,0,1,0,0,8.8,-0.582110012894203,0.3050847457627119,1.1126316994961063,13.060615955899868,2,0,Strongly agree,1.0,Disagree,2.0,Strongly agree,5.0,Strongly disagree,1.0,Strongly disagree,1.0,Woman,21.0,"COU, BUP, Higher Baccalaurate","1, 2, 8",IGUALDAD, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,MD 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
12903,CATI,Victoria,常规,1,0,0,0,1,0,13.7,0.6396321789183044,0.2201834862385321,0.8030002479543764,1.3137918149468455,7,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,47.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 5","MALTRATO A LAS MUJERES, , IGUALDAD SALARIAL Y POSIBILIDADES DE TRABAJO", ,MOVILIZACIONES SOBRE EL ACERCAMIENTO DE PRESOS Y DEL JUICIO DE ALSASUA,0,1,0,1,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
12917,CATI,María,常规,1,1,0,0,0,0,7.6,-0.9867503216521336,0.2685714285714285,0.979469111969112,2.097320825228942,3,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Woman,27.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,TODAS,1, ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DUR低 唯一开放字段为泛词/编码（TODAS）无实质自证 → 门槛剔除
12925,CATI,Daniel,常规,1,0,0,0,0,1,16.5,1.1529130037068174,0.293859649122807,1.0716942271218588,,3,5,DK,,Strongly disagree,1.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,82.0,,1,RESPETO Y CONSIDERACION HACIA LA MUJER, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DKNA 单字段具体议题自证+作答模式合理 → 保留
12985,CATI,David,常规,1,0,0,0,0,1,11.7,0.2040690387766568,0.3942857142857143,1.4379440154440155,1.1184076202728268,4,4,Agree,2.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,43.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,VIOLENCIA MACHISTA, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DKNA 单字段具体议题自证+作答模式合理 → 保留
13135,CATI,Tomas,常规,1,0,0,0,1,0,13.1,0.5160249390888186,0.3103448275862069,1.1318150046598323,4.698556253020487,7,1,Agree,2.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Man,70.0,"COU, BUP, Higher Baccalaurate","1, 2",0, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
13151,CATI,María,常规,1,0,0,0,0,1,20.7,1.7788301347410416,0.2685714285714285,0.979469111969112,,4,6,DK,,Agree,4.0,Agree,4.0,Agree,4.0,DK,,Woman,43.0,"FP2, Higher Vocational Training, Conservatoire 10 years", ,88, , ,0,0,0,0,0,2.0,1.0,0.0,3.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
13172,CATI,David,常规,1,0,0,0,1,0,9.6,-0.3419498758673306,0.3942857142857143,1.4379440154440155,3.7427191972620255,6,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Disagree,2.0,Man,86.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","1, 5, 6",TODAS, , ,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,LS 唯一开放字段为泛词/编码（TODAS）无实质自证 → 门槛剔除
13229,CATI,Eva,常规,1,0,0,0,0,1,11.6,0.180377044322026,0.25,0.9117398648648648,,3,7,Disagree,4.0,Agree,4.0,DK,,DK,,Agree,4.0,Man,28.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",3,88,ESTAR CON SU PAREJA, ,0,0,1,0,1,2.0,1.0,0.0,3.0,剔除,DKNA 唯一开放字段为泛词/编码（88）无实质自证 → 门槛剔除
13271,CATI,Victoria,常规,1,0,1,0,0,0,37.2,3.396732159095184,0.2201834862385321,0.8030002479543764,2.785154707081306,5,0,Disagree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,56.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","ASOCIACIONES DE MUJERES (VIERNES DE CADA MES) / CHICAS QUE RENUNCIAN A DENUNCIAR MALTRATO., , , 2, 4, 6","TRABAJO DOMESTICO SE INCLUYA COMO PRODUCCION DEL PAIS-BRECHA SALARIAL-, MAS ESCUCHA HACIA LA MUJER SIN TENER QUE LEVANTAR VOZ- VIOLENCIA MACHISTA-","ACTOS QUE ORGANICE EL AYUNTAMIENTO, ACTOS QUE ORGANICE OTROS PARTIDOS Y ASOCIACIONES, , 9","7, 10",1,1,1,0,3,0.0,0.0,0.0,0.0,保留,DUR高 开放题自证充分（≥2字段）→ 保留
13272,CATI,Alejandro,常规,1,1,0,0,0,0,8.4,-0.7105099269732518,0.3630952380952381,1.3241936132561132,2.062839425519912,5,0,Agree,2.0,Agree,4.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Man,47.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",7,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DUR低 信号命中+开放题全空无自证 → 自证门槛剔除
13326,CATI,Alejandro,常规,1,0,0,0,1,0,11.4,0.1323740881877214,0.3630952380952381,1.3241936132561132,1.3137918149468455,8,2,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,43.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",2,88,9,9,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
13399,CATI,Alejandro,常规,1,0,0,0,1,0,9.7,-0.3133475431547509,0.3630952380952381,1.3241936132561132,4.39313910516078,8,1,Strongly disagree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Man,48.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,IGUALDAD, , ,0,1,0,0,1,2.0,2.0,0.0,4.0,剔除,LS 唯一开放字段为泛词/编码（IGUALDAD）无实质自证 → 门槛剔除
13429,CATI,Eva,常规,1,0,0,1,0,0,11.1,0.0587670485671246,0.25,0.9117398648648648,20.578425468373872,3,0,Disagree,4.0,Strongly agree,5.0,Strongly disagree,1.0,Agree,4.0,Strongly disagree,1.0,Woman,56.0,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",6,IGUALDAD SALARIAL, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
13490,CATI,David,常规,1,0,0,0,0,1,14.7,0.8340858369690917,0.3942857142857143,1.4379440154440155,11.18800725800982,4,5,Neither agree nor disagree,3.0,Strongly disagree,1.0,Disagree,2.0,Agree,4.0,Agree,4.0,Man,46.0,"COU, BUP, Higher Baccalaurate",5,99, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
13498,CATI,María,常规,1,0,0,0,1,0,13.3,0.5578454422902109,0.2685714285714285,0.979469111969112,4.1259481061351,6,0,Strongly disagree,5.0,Strongly agree,5.0,Agree,4.0,Agree,4.0,Agree,4.0,Man,20.0,"COU, BUP, Higher Baccalaurate","PORT OTRAS PERSONAS, , , 1, 2",LA IGUALDAD, , ,1,1,0,0,2,0.0,0.0,0.0,0.0,保留,LS 开放题自证充分（≥2字段）→ 保留
13555,CATI,Tomas,常规,1,0,0,0,0,1,14.2,0.7385711018081885,0.3103448275862069,1.1318150046598323,6.089136452044997,3,4,Strongly agree,1.0,Agree,4.0,Strongly agree,5.0,Strongly agree,5.0,Strongly agree,5.0,Woman,64.0,Primary school (or has attended school for 5 years or more), ,IGUALDAD EN GENERAL,1,10,0,1,0,0,1,2.0,0.0,0.0,2.0,剔除,DKNA 唯一开放字段为泛词/编码（IGUALDAD EN GENERAL）无实质自证 → 门槛剔除
13626,CATI,María,常规,1,0,0,0,1,0,9.9,-0.2570170082627587,0.2685714285714285,0.979469111969112,1.3137918149468455,6,0,Disagree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,Woman,22.0,"FP2, Higher Vocational Training, Conservatoire 10 years","1, 2",88,1, ,0,0,0,0,0,2.0,2.0,0.0,4.0,剔除,LS 信号命中+开放题全空无自证 → 自证门槛剔除
13687,CATI,María,常规,1,1,0,0,0,0,7.3,-1.0979103270469086,0.2685714285714285,0.979469111969112,4.038944985182873,3,0,Agree,2.0,Strongly agree,5.0,Agree,4.0,Disagree,2.0,Disagree,2.0,Man,45.0,"FP1, Intermediate Vocational Training", ,LA IGUALDAD SE SEXOS, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,DUR低 单字段具体议题自证+作答模式合理 → 保留
13705,CATI,Daniel,常规,1,0,0,0,0,1,10.1,-0.2018131599490489,0.293859649122807,1.0716942271218588,,2,4,DK,,Disagree,2.0,Agree,4.0,Disagree,2.0,,,Man,75.0,"EGB, ESO, Baccalaurate, Elementary Baccalaurate", ,88, , ,0,0,0,0,0,2.0,0.0,0.0,2.0,剔除,DKNA 信号命中+开放题全空无自证 → 自证门槛剔除
13726,CATI,Tomas,常规,1,0,0,1,0,0,16.4,1.13613422615833,0.3103448275862069,1.1318150046598323,18.68896716133115,3,0,Agree,2.0,Agree,4.0,Strongly disagree,1.0,Neither agree nor disagree,3.0,Strongly agree,5.0,Man,41.0,"COU, BUP, Higher Baccalaurate","1, 6",APLICAR LA CONSTITUCION, , ,0,1,0,0,1,1.0,0.0,0.0,1.0,保留,MD 单字段具体议题自证+作答模式合理 → 保留
